id,question,human_label,human_label_text,hallucination_type,error_category,baseline_prediction,ragas_prediction,selfcheck_prediction,similarity_prediction,hybrid_prediction,custom_prediction,detectors_incorrect,detectors_correct,all_detectors_correct,any_false_negative,any_false_positive
1d9013b8-a6e7-4862-b59e-1871c879727a,What types of references can be considered as Informative References in the context provided?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
1df386ba-204a-424b-972d-f4903683e197,Where is NIST SP 800-53 REV. 5 available free of charge?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
2381289b-5e20-4f09-a176-e1a8d6ee5bf1,What does prohibiting the use of systems account identifiers as public identifiers help prevent?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
23819283-f7ab-4579-a6f3-2a73af00571f,What is a typical approach for using encryption keys in different AWS Regions?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
23c02e3b-7102-4d63-aef9-27383b115285,What are the actions that may be taken in response to unsuccessful system logon attempts?,1,Hallucinated,,Requires manual annotation,1,0,1,0,0,1,"ragas,similarity,hybrid","baseline,selfcheck,custom",False,True,False
259ea192-1eab-4ba4-bb76-8c273191236d,What should an OpenID Provider mitigate to prevent denial of service according to section 10.6.2?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
26678c42-f398-468d-b5d5-575309c81529,What are the titles of the related documents mentioned?,1,Hallucinated,,Requires manual annotation,1,1,1,1,1,1,,"baseline,ragas,selfcheck,similarity,hybrid,custom",True,False,False
2806d5c1-9495-4e0e-aabf-8f59d227469f,Which specific browser security features are mentioned that must be supported by browsers using the application according to V3.1 Web Frontend Security Documentation?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
2877f7fb-7d11-4db3-9e45-46c7be5fc563,How often should the penetration testing be conducted according to the text?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,0,"baseline,ragas,similarity,hybrid,custom",selfcheck,False,True,False
2999dc76-df54-40a9-9f0e-a33d89c156db,What aspect of compliance can managed services shift according to the text?,1,Hallucinated,,Requires manual annotation,1,0,1,0,0,1,"ragas,similarity,hybrid","baseline,selfcheck,custom",False,True,False
2aa99359-b446-4541-ae01-49b888a9b451,What does this publication recommend for assessing supply chain risks?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
2abbb927-39d7-448b-9554-b68e7e9962b2,What can you grant access to resources for an account that is a member of AWS Organizations?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"baseline,ragas,similarity,hybrid","selfcheck,custom",False,True,False
2bf7f544-2208-435e-8287-4585e903e731,What are the two main components of system and communications protection according to control a? ,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
2c809731-aeab-428f-ac1f-864d5aaa803a,What are the conditions for a representation to be unacceptable according to the text?,1,Hallucinated,,Requires manual annotation,1,1,1,0,1,1,similarity,"baseline,ragas,selfcheck,hybrid,custom",False,True,False
2d13ce02-5ca6-4905-9244-4e829e00a1e0,What are some of the responsibilities of a Data Governance Body?,0,Non-Hallucinated,,Requires manual annotation,1,0,1,0,0,0,"baseline,selfcheck","ragas,similarity,hybrid,custom",False,False,True
2ef27214-490e-422e-9aa8-77aeb819f2a0,What types of controls are related to this access control policy for mobile devices?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
2f1092b2-b16f-4015-b32a-e4617f682f29,What does the AWS Well-Architected Framework suggest about manually changing standard security controls?,1,Hallucinated,,Requires manual annotation,1,1,1,0,1,1,similarity,"baseline,ragas,selfcheck,hybrid,custom",False,True,False
2f8060fe-7cae-43b2-8ed6-b7d3b950c96f,What is an example discussed for when social security numbers may not need to be archived even though they were initially collected?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
3616abab-b48e-4499-b919-ceaa65c57975,What is the purpose of maintaining a database in a computerized maintenance management system according to this text?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
3689dc23-3fbd-43b4-aa0c-1012ef235f16,What are the related controls mentioned in the text?,1,Hallucinated,,Requires manual annotation,1,1,1,1,1,1,,"baseline,ragas,selfcheck,similarity,hybrid,custom",True,False,False
3791de9e-e428-4d07-9e01-87681ca54bab,What protocol is mentioned as being used to establish confidential communication through a shared firewall proxy?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
37a3f5af-1581-4e5e-86ab-a8742515ae61,What are two common anti-patterns mentioned in the text?,1,Hallucinated,,Requires manual annotation,1,1,1,0,1,1,similarity,"baseline,ragas,selfcheck,hybrid,custom",False,True,False
3934bfa5-6dca-48af-8d02-de4487b95afb,What does AWS IoT Core provide according to the provided text?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
397f513d-6ff8-46ed-9ed8-50435afd71c1,What is the progression described by the Tiers in terms of managing cybersecurity risks?,1,Hallucinated,,Requires manual annotation,1,0,1,0,0,1,"ragas,similarity,hybrid","baseline,selfcheck,custom",False,True,False
3a1ecf81-617b-496b-8ea9-545497277d07,What happens if long queue backlogs are allowed in the system?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
3aaa635e-26ec-4512-9ce2-58c80643415d,How is 'unit' defined in relation to data fields according to the text?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
3bcde618-6940-4da7-9baf-2eb06b175b11,"According to the text, what should be done with operational events?",1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
3c15df79-c0b9-43be-88be-5b152df50096,What SHOULD NOT be a Content-Range value according to the text?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"selfcheck,custom","baseline,ragas,similarity,hybrid",False,False,True
3c7641c5-6c45-4264-af6c-16fa7ffa8829,What is the potential risk if best practices for establishing controls for sensitive data are not followed?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
3e4c8bea-797a-4d6d-9175-8c91ba6ee743,What level of effort is required for the implementation plan?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
3ebf178e-3d4c-4b6a-9b16-78c2fd8a6b14,What is an important benefit of using CodeBuild for deployment?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
3f7558fe-6db4-49d5-9b2b-ec7ebbd7126d,Which of the listed members are usernames only?,1,Hallucinated,,Requires manual annotation,0,0,1,1,0,1,"baseline,ragas,hybrid","selfcheck,similarity,custom",False,True,False
40f02d77-50cc-4404-9baa-5c54b06cf9a0,What is the reference number mentioned in this text?,1,Hallucinated,,Requires manual annotation,1,1,1,1,1,1,,"baseline,ragas,selfcheck,similarity,hybrid,custom",True,False,False
41a546e8-5de5-4538-bb07-d1a70d0aba15,What does IA-6 AUTHENTICATION FEEDBACK control NOT provide information about?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"baseline,ragas,similarity,hybrid","selfcheck,custom",False,True,False
42ae0be8-adbb-496e-be8a-1ed1ae9ba24f,What actions does an organization take to ensure compliance with records retention policies during media sanitization?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,0,"baseline,ragas,similarity,hybrid,custom",selfcheck,False,True,False
4474a568-39de-42bd-a3df-b2ac3ebe77e9,"What standard does NIST SP 800-53, REV. 5 reference for requirements engineering?",0,Non-Hallucinated,,Requires manual annotation,0,1,1,1,1,0,"ragas,selfcheck,similarity,hybrid","baseline,custom",False,False,True
4512913b-6035-4e48-b863-e5bba8e417d1,What specific instances are mentioned for machine learning workloads?,1,Hallucinated,,Requires manual annotation,1,0,1,0,0,0,"ragas,similarity,hybrid,custom","baseline,selfcheck",False,True,False
45927b33-b331-4e1b-b3b9-2e8ef6009bad,What does the 402 status code indicate and when will it be used?,1,Hallucinated,,Requires manual annotation,1,1,1,0,1,1,similarity,"baseline,ragas,selfcheck,hybrid,custom",False,True,False
474bfa5f-7863-466f-8052-a9e8e64be52c,What does 'total available RI hours' refer to?,0,Non-Hallucinated,,Requires manual annotation,0,1,1,1,1,0,"ragas,selfcheck,similarity,hybrid","baseline,custom",False,False,True
47b8a502-0405-4145-acc9-2427c47bd5d6,What technologies are recommended to reduce downtime and improve availability?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
48710e89-dfbe-4e90-983e-bb87ff744df5,How do game days help with identifying dependencies?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
4b8d91db-5fd9-4d40-bf6b-f8b3670a9e50,Where should real-time scans of files from external sources be performed according to organizational policy?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
4b949692-4da7-40f1-86ea-210ff45dd172,What should assessments performed for purposes other than to support?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
4c5b5c01-f00b-4f44-80ee-92195e3b47e4,What factors influence the selection of cryptographic mechanisms for protecting system backups?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,0,"baseline,ragas,similarity,hybrid,custom",selfcheck,False,True,False
4c63d7ab-f288-44f2-ab8c-7e1ff41fce03,Why is it useful for an employee to know that one of the individuals on an email message is a contractor?,1,Hallucinated,,Requires manual annotation,0,0,1,1,0,1,"baseline,ragas,hybrid","selfcheck,similarity,custom",False,True,False
4e5dca50-8f38-426c-b6bc-bc9dfed2d933,What does the text imply about the original state of the AWS Well-Architected framework?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
4e7b10d3-e9d5-47f3-b370-1eee968a7db1,What can the If-Range header field be used for?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
4ead8d99-fac3-4721-8dd8-d4162faea45e,What is the first step in verifying individual access authorizations before granting access to a facility?,0,Non-Hallucinated,,Requires manual annotation,1,0,1,0,0,0,"baseline,selfcheck","ragas,similarity,hybrid,custom",False,False,True
5075d8d5-505c-459f-a20e-d131423119d4,What is the purpose of Kubernetes Cluster Autoscaler?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"baseline,ragas,similarity,hybrid","selfcheck,custom",False,True,False
507bc3a0-ec1c-421e-bd08-14d5a3d20561,What should an application ensure when using different parsers for the same data type?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"baseline,ragas,similarity,hybrid","selfcheck,custom",False,True,False
5117cb4b-c499-4da6-b072-dab2aa7cd7dc,What is the purpose of using CloudFormation according to the text?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
552e5b60-cb65-4ea7-832a-2d2347a67b69,Who can generate the external ID according to the text?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
5770b400-232c-4e7d-91f1-93885668522d,What should be done if success criteria are not met during the CI/CD pipeline?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
577734e9-f705-4e48-893f-22ec0beff48d,Which controls are related to the risk management process described?,1,Hallucinated,,Requires manual annotation,1,1,1,1,1,1,,"baseline,ragas,selfcheck,similarity,hybrid,custom",True,False,False
5781b0a2-b3ad-4d7c-b333-e98de3ab3719,What procedures must developers execute according to the given text?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
5956a294-2908-4f6d-be2a-00a8d2bfe31d,What are examples of managed services according to the text?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
59e48580-8e87-41db-a868-a047b437fef3,What do organizations consider when defining auditable events?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
5ae65c16-05aa-44d1-9ea3-a0a42d02e139,What is the purpose of defining permissions according to user groups and attributes in the AWS Well-Architected Framework?,0,Non-Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"ragas,selfcheck,hybrid,custom","baseline,similarity",False,False,True
5c3a95b2-0d8d-47af-bcac-3b12bec8a9dc,How should you determine a review frequency for each workload component?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
5c77172b-c9fd-41d8-8cdc-259d022424ab,What should the test environments resemble according to AWS Well-Architected Framework?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
5d0be7aa-20c2-4b73-89a7-a9d32bbd7d3a,What fields cannot be processed outside the header section?,0,Non-Hallucinated,,Requires manual annotation,1,1,1,1,1,1,"baseline,ragas,selfcheck,similarity,hybrid,custom",,False,False,True
5d182223-ab21-4a64-a6b6-29a46246b3f7,What does a client expect when requesting ranges of content from the server?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
5d7a16b0-f44a-418e-b778-76900d2ab2cd,How many items are listed in the text?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,1,0,1,"selfcheck,similarity,custom","baseline,ragas,hybrid",False,False,True
5dc52a72-3d2c-42c2-af57-4cb5e3bd1126,What are some of the hardware mechanisms used for implementing security function isolation according to the text?,1,Hallucinated,,Requires manual annotation,1,1,1,0,1,1,similarity,"baseline,ragas,selfcheck,hybrid,custom",False,True,False
5dde7126-14d3-4945-840d-158e758dd59d,Which controls are related to enforcing separation of duties according to the text?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
5f650e55-2cc5-4131-919b-d11caf2a768d,What are some common anti-patterns in recovery plans?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
608f6f72-59bf-4636-865d-4cd4c0014a25,What aspect does trustworthiness ensure in an information system according to the provided text?,0,Non-Hallucinated,,Requires manual annotation,0,1,1,0,1,0,"ragas,selfcheck,hybrid","baseline,similarity,custom",False,False,True
60940533-24a9-494a-9af1-12c7069fe961,What does 'security-relevant' information refer to in this context?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,0,"baseline,ragas,similarity,hybrid,custom",selfcheck,False,True,False
61b56049-26bf-442a-a949-e6e90971f642,What must be included in a cached POST response to make it reusable for later GET or HEAD requests?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
62c310d9-fa64-4f92-829e-d459f31bb77d,What are the benefits of establishing the best practice of manually performing changes to software for different environments?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,0,"baseline,ragas,similarity,hybrid,custom",selfcheck,False,True,False
6309e1ea-f96e-4ff8-9ea0-ddbed7ccf8f1,What might influence which representation of information is chosen during content negotiation?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
664381bb-2454-4da0-ad77-90093a3c56f6,What conditions must be met to modify the material outside the IETF Standards Process?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
675772ea-3cc3-4427-b586-3f02216e99ac,What are some common anti-patterns in backup and recovery strategies?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
6838d0be-1e5a-4dba-baa3-88dba35fdf08,What are some actions organizations should take for systems going into high-risk areas?,0,Non-Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"ragas,selfcheck,hybrid,custom","baseline,similarity",False,False,True
6b40bdb0-2a50-4335-9db0-e5f93489e73f,When do organizations assess controls during continuous monitoring?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
6c11d093-1b59-4151-973f-8dc39fab2bd2,Who should have access authorizations before performing maintenance or diagnostic activities according to the text?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,0,"baseline,similarity,custom","ragas,selfcheck,hybrid",False,True,False
6c5df1e0-a2b6-4e26-97fd-88f37e7455ff,What does AWS Lambda permit you to do without running an instance?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"selfcheck,custom","baseline,ragas,similarity,hybrid",False,False,True
6e7fb48d-7dae-476c-9e40-0dd531875703,What is the recommended action for AWS Secret Keys embedded in source code according to the provided text?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"baseline,ragas,similarity,hybrid","selfcheck,custom",False,True,False
6ec037bb-56c9-41ce-80eb-3365540a73db,What is included under Availability with redundancy?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
6ed9a3d8-c1dc-48f6-9696-187b72732be2,What must be done with the list of accepted external authenticators?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
6f2ffa2e-3d56-453b-995e-0ad92eaad57d,What is the focus of the AWS re:Invent 2022 launch related to Trainium?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
