id,question,answer,evidence,human_label,baseline_score,baseline_prediction,ragas_score,ragas_risk_score,ragas_prediction,selfcheck_score,selfcheck_prediction,similarity_raw_score,similarity_risk_score,similarity_prediction,hybrid_score,hybrid_prediction,custom_score,custom_prediction,final_risk_score,final_risk_level
09a54073-bdfe-45fb-8c63-735b0de889b7,What is the purpose of regularly reviewing your workload and implementing new services and features according to the text?,"To optimize your workload incrementally while minimizing effort, providing continual improvements in efficiency over time and reducing operating costs.","Implementing new features or resource types can optimize your workload incrementally, while minimizing the eﬀort required to implement the change. This provides continual improvements in efficiency over time and provides you remain on the most updated technology to reduce operating costs.",0,,0,0.125,0.875,1,,1,0.5118520152771202,0.4881479847228798,0,0.7379425131397732,1,0.7677295358581779,1,71.72050084302077,High Risk
0aff0e08-ad65-40f7-af38-81b58724f57f,What version number is mentioned in the text?,V15.2,3 V15.2 Security Architecture and Dependencies,1,,0,0.0,1.0,1,,1,0.19415545125806308,0.8058445487419369,1,0.8353954647119072,1,0.6716331910617223,1,82.82183011288916,Critical Risk
0c3a4a2c-3af9-4b3f-b648-2a5f7cebc7b9,What does 'production workloads' refer to in this context?,production workloads,'production workloads.',1,,0,1.0,0.0,0,,1,0.7360754746214253,0.2639245253785747,0,0.3407797662259062,0,0.9548295969696371,1,38.98834721435295,Medium Risk
0c7d2191-28c0-4fbd-bc32-91575d5ede70,What does the term 'SHOULD' indicate in the context of this text?,It is a requirement that may be omitted at the implementer's discretion.,"""SHOULD"" (but need not) implies that there may exist valid reasons in particular circumstances to ignore a particular item, but the full implications must be understood and carefully weighed before choosing a different course.",1,,0,0.2,0.8,1,,1,0.5204098376121836,0.4795901623878164,0,0.7379425131397732,1,0.9997256313752663,1,75.4314576725714,High Risk
0cf4d8fc-ce1e-4fd1-8d6d-6d5c7814f9a6,What should be confirmed about new organization members' resource creations?,Their resource creations align with the agreed policies and procedures.,"""Make sure they follow your organization’s policies and conﬁrm that their resource creation aligns with the agreed policies and procedures.""",1,,0,0.0,1.0,1,,1,0.22873615305321884,0.7712638469467812,1,0.8353954647119072,1,0.5751929854633931,1,79.54630742805203,High Risk
0e968613-9dd1-412a-8b5d-2deb91a393a2,What must business unit owners understand to provide direction effectively?,Business unit owners must understand the cloud business model.,• Business unit owners: Business unit owners must understand the cloud business model so that they can provide direction to both the business units and the entire company.,0,,0,0.6666666666666666,0.33333333333333337,0,,1,0.9126842995249242,0.08731570047507575,0,0.3407797662259062,0,0.08657446480471574,0,21.200081620975777,Low Risk
0fa856df-a616-433f-a2a6-30836acfff98,What types of information are considered when performing browser fingerprinting?,"These characteristics might include information related to how it uses the underlying transport protocol, feature capabilities, and scripting environment, though of particular interest here is the set of unique characteristics that might be communicated via HTTP.","These characteristics might include information related to how it uses the underlying transport protocol, feature capabilities, and scripting environment, though of particular interest here is the set of unique characteristics that might be communicated via HTTP .",1,,0,1.0,0.0,0,,1,0.5967474044642118,0.4032525955357882,0,0.3407797662259062,0,0.959649645948888,1,42.59205019276456,Medium Risk
0fb472f9-1f8b-46d9-94b5-cb9aa24cb4ed,What administrative procedures are required according to SP 800-171r3 for managing authenticators?,"Establish and implement administrative procedures for initial authenticator distribution; for lost, compromised, or damaged authenticators; and for revoking authenticators.","c. Establish and implement administrative procedures for initial authenticator distribution; for lost, compromised, or damaged authenticators; and for revoking authenticators.",1,,1,0.5,0.5,0,,1,0.7497279327396096,0.2502720672603904,0,0.404238835014366,0,0.9044136535962737,1,51.47311389677576,Medium Risk
0fe7cfe6-cea7-42be-8296-a31bddf40e86,Which HTTP headers are included in the provided text?,"= Content-Encoding, Content-Language, Content-Length, Content-Location, Content-Range, Content-Type, Date, ETag, Expect, From, GMT, HTTP-date, Host, If-Match, If-Modified-Since, If-None-Match, If-Range, If-Unmodified-Since, Last-Modified","[ Content-Encoding = [ content-coding *( OWS "","" OWS content-coding ) ]
Content-Language = [ language-tag *( OWS "","" OWS language-tag ) ]
Content-Length = 1*DIGIT
Content-Location = absolute-URI / partial-URI
Content-Range = range-unit SP ( range-resp / unsatisfied-range )
Content-Type = media-type
Date = HTTP-date
ETag = entity-tag
Expect = [ expectation *( OWS "","" OWS expectation ) ]
From = mailbox
GMT = %x47.4D.54 ; GMT
HTTP-date = IMF-fixdate / obs-date
Host = uri-host [ : port ]
If-Match = * / [ entity-tag *( OWS "","" OWS entity-tag ) ]
If-Modified-Since = HTTP-date
If-None-Match = * / [ entity-tag *( OWS "","" OWS entity-tag ) ]
If-Range = entity-tag / HTTP-date
If-Unmodified-Since = HTTP-date
Last-Modified = HTTP-date
]",1,,0,0.0,1.0,1,,1,0.18477662123923,0.81522337876077,1,0.8353954647119072,1,0.9232940255159746,1,89.3478217247163,Critical Risk
11c427e7-f0d5-4135-a30b-8c2b1f0949b7,What is the desired outcome of the static stability design verification?,Workloads do not exhibit bimodal behavior during normal and failure modes.,Desired outcome: Workloads do not exhibit bimodal behavior during normal and failure modes.,1,,0,0.5,0.5,0,,1,0.28941109596840536,0.7105889040315947,1,0.4823164037043555,0,0.7314731886392803,1,60.60946240938077,High Risk
126d2848-7643-4f5f-83fb-41ec67fe3b9a,What is the exact change made in Control IA-1a.1.? ,Change ‘organization-level; mission/business process-level; system-level’ to ‘Organization-level; Mission/business process-level; System-level’,Control IA-1a.1.: Change “organization-level; mission/business process-level; system-level” to “Organization-level; Mission/business process-level; System-level” 128,1,,0,0.0,1.0,1,,1,0.16230084765987007,0.8376991523401299,1,0.8353954647119072,1,0.6735240746720904,1,83.66546729310319,Critical Risk
12d7973e-04dc-4d9c-8f47-04ba80289fc5,What benefit does using version control capabilities provide in the context of managing report files?,"By using version control capabilities you can easily revert to known good states and previous versions, and limit the risk of assets being lost.","""Beneﬁts of establishing this best practice: By using version control capabilities you can easily revert to known good states and previous versions, and limit the risk of assets being lost.""",0,,0,1.0,0.0,0,,1,0.9240950757947899,0.07590492420521011,0,0.3407797662259062,0,0.0021843661203743846,0,10.471726413787268,Low Risk
1327eadd-2c03-4cd4-a966-df3d47be5d22,What are common policies in workloads management?,"Common policies include which services and features can be used (for example, lower performance storage in test and development environments), which types of resources can be used by different groups (for example, the largest size of resource in a development account is medium) and how long these resources will be in use (whether temporary, short term, or for a specific period of time).","and workloads. Common policies include which services and features can be used (for example, lower performance storage in test and development environments), which types of resources can be used by diﬀerent groups (for example, the largest size of resource in a development account is medium) and how long these resources will be in use (whether temporary, short term, or for a speciﬁc period of time).",1,,1,0.5714285714285714,0.4285714285714286,0,,1,0.8225351975804425,0.17746480241955753,0,0.404238835014366,0,0.9903616462773939,1,50.01591780706865,Medium Risk
1554e6f5-8a92-4d2f-b575-0ac3c3240bb7,What informs risk monitoring according to the text?,The established organizational risk tolerance.,Risk monitoring is informed by the established organizational risk tolerance.,0,,0,0.3333333333333333,0.6666666666666667,1,,0,0.6690170158060423,0.33098298419395766,0,0.43724131283982065,0,0.776080617790125,1,55.27428953726425,Medium Risk
158c06ba-431e-44d5-bb7a-095b24a4dcd0,What does the control require organizations to do regarding mobile code?,"Authorize, monitor, and control the use of mobile code within the system.","b. Authorize, monitor, and control the use of mobile code within the system.",1,,0,0.0,1.0,1,,1,0.6931286969291386,0.3068713030708614,0,0.7379425131397732,1,0.9946865178744223,1,75.98750835212643,High Risk
15d5b326-2f1b-4987-9c57-f186709a5552,Where can one find NIST SP 800-53 REV. 5?,From the provided DOI link.,This publication is available free of charge from: https://doi.org/10.6028/NIST.SP.800-53r5,0,,0,1.0,0.0,0,,1,0.5932671540333835,0.4067328459666165,0,0.3407797662259062,0,0.16915547791133678,0,22.916702252596487,Low Risk
17a0bd6c-5999-4b32-a67d-197ef0b78739,How often should the prioritization process be reviewed?,Regularly review the effectiveness of the prioritization process.,6. Review and adapt: Regularly review the eﬀectiveness of the prioritization process and make adjustments based on feedback and changes in the business environment.,0,,0,0.0,1.0,1,,0,0.08286073375884782,0.9171392662411522,1,0.5833866693741001,1,0.44143701664414603,0,73.54907380648497,High Risk
17f5e9c4-4c39-4ad4-ac2d-08684e22d52c,What must an HTTP-to-HTTP gateway conform to for interoperability with third-party servers?,User agent requirements on the gateway's inbound connection.,"""However, an HTTP-to-HTTP gateway that wishes to interoperate with third-party HTTP servers needs to conform to user agent requirements on the gateway's inbound connection.""",0,,0,1.0,0.0,0,,1,0.9370042939805281,0.06299570601947191,0,0.3407797662259062,0,0.03302891601173799,0,10.920109706427903,Low Risk
18960d0c-a72d-45ad-93ae-ebabbfbb0d31,How can organizations address the concern of adversaries breaching or compromising their systems according to the discussion?,"Organizations should share threat information, including tactics, techniques, and procedures; effective mitigations against certain types of threats; and indications and warnings about threats.","One of the best techniques to address this concern is for organizations to share threat information, including threat events (i.e., tactics, techniques, and procedures) that organizations have experienced, mitigations that organizations have found are effective against certain types of threats, and threat intelligence (i.e., indications and warnings about threats).",1,,1,0.14285714285714285,0.8571428571428572,1,,1,0.6669293787588049,0.33307062124119513,0,0.787059204815319,1,0.9627527925969217,1,73.50063689490733,High Risk
18b733c5-2272-4aba-96e6-c6880c10bea2,How does Application Load Balancer improve response time for applications?,"Application Load Balancer can serve HTTP/2 traffic without needing to support it on your targets. This simple decision can improve your application response time, as HTTP/2 uses TCP connections more efficiently.","Application Load Balancer can also serve HTTP/2 traffic without needing to support it on your targets. This simple decision can improve your application response time, as HTTP/2 uses TCP connections more efficiently.",0,,0,1.0,0.0,0,,1,0.9403850019044642,0.05961499809553583,0,0.3407797662259062,0,0.008663482640954758,0,10.22645617405992,Low Risk
18cc4a93-45f2-4f08-8b22-90322ed9e47f,What should be done after defining performance metrics according to the text?,Experiment and use defined metrics to validate the performance of the selected architecture.,• Experiment and use deﬁned metrics to validate the performance of the selected architecture.,0,,1,0.0,1.0,1,,1,0.4895705582493487,0.5104294417506513,1,0.8694774800335516,1,0.7269839222094312,1,77.67227109984086,High Risk
19457824-409c-4f44-88c1-c42e53aadae5,What is the CUI for CM-12?,CUI 03.04.11,CM-12 Information Location CUI 03.04.11,0,,0,0.0,1.0,1,,1,0.16189609907670396,0.838103900923296,1,0.8353954647119072,1,0.5728437116335807,1,81.1585769317196,Critical Risk
19d37df0-1132-4f48-a913-a877fc55d46b,Which references are mentioned for EMSEC policies?,[FIPS 199].,References: [FIPS 199].,0,,0,0.0,1.0,1,,1,0.595684221091748,0.404315778908252,0,0.7379425131397732,1,0.0495191732545332,0,54.79443663256396,Medium Risk
1a6890a9-ea27-4fa8-9069-74f56d5a1729,What are the steps included in the information life cycle mentioned in the text?,"The information life cycle includes information creation, collection, use, processing, storage, maintenance, dissemination, disclosure, and disposition.","The information life cycle includes information creation, collection, use, processing, storage, maintenance, dissemination, disclosure, and disposition.",0,,0,1.0,0.0,0,,1,0.884097619946349,0.11590238005365106,0,0.3407797662259062,0,0.09352261154571942,0,13.755118945631917,Low Risk
1ac915e3-3c15-4955-906a-9478e28c42ce,What does evidence #6.8.2 suggest about the presence and integrity of digital signatures on authentication?,The evidence does not provide specific details about the presence and integrity of digital signatures on authentication.,#6.8.2 Verify that the presence and integrity of digital signatures on authentication,1,,0,0.0,1.0,1,,1,0.7241796330164746,0.2758203669835254,0,0.7379425131397732,1,0.31742237167209664,0,58.27963129488488,Medium Risk
1b3a0e8e-2670-4d6b-8cb1-c3b8a02fc86a,What additional step must an origin server take if resources have distinct representations that differ only in their metadata?,"The origin server needs to incorporate additional steps to handle such cases, as mentioned but not fully detailed in the text.","However, if a resource has distinct representations that diﬀer only in their metadata, such as might occur with content negotiation over media types that happen to share the same data format, then the origin server needs to incorporate additional",1,,1,1.0,0.0,0,,1,0.7562689400794568,0.24373105992054322,0,0.404238835014366,0,0.04061121929099522,0,17.214527855647614,Low Risk
1bf1b5ee-cb2a-4ccf-927e-1c5203b64c0a,What events are mentioned in the text related to Amazon EC2?,"AWS re:Invent 2019 - Optimize performance and cost for your AWS compute, Amazon EC2 foundations, Deploy ML models for inference at high performance and low cost","• AWS re:Invent 2019 - Optimize performance and cost for your AWS compute
• Amazon EC2 foundations
• Deploy ML models for inference at high performance and low cost",1,,0,0.6666666666666666,0.33333333333333337,0,,1,0.4741383850588875,0.5258616149411125,1,0.4823164037043555,0,0.9330757879836881,1,56.86467849906224,Medium Risk
1cff8995-07de-4ed2-b2c7-cd920788fd81,What happens if you don't have a support transition plan after the migration project?,Your teams struggle to efficiently and effectively support the workloads.,"""You don't have a support transition plan for your teams once the partner completes the migration project. Your teams struggle to eﬃciently and eﬀectively support the workloads.""",0,,0,0.6666666666666666,0.33333333333333337,0,,1,0.7666395412326656,0.23336045876733436,0,0.3407797662259062,0,0.12427876937815034,0,25.793808192618105,Low Risk
1d3310d9-bb62-4058-bb58-4bd2dca41c7f,What process is used to prevent server impersonation by on-path attackers or name resolution attackers?,Certificate verification is used to prevent server impersonation.,Certiﬁcate veriﬁcation is used to prevent server impersonation by an on-path attacker or by an attacker that controls name resolution.,1,,0,0.0,1.0,1,,1,0.6315273711597101,0.36847262884028986,0,0.7379425131397732,1,0.7813693047269993,1,72.19461116767656,High Risk
1d9013b8-a6e7-4862-b59e-1871c879727a,What types of references can be considered as Informative References in the context provided?,"Informative References may be higher-level, such as a requirement from a policy that partially addresses numerous Subcategories.","Informative References may be higher-level, such as a requirement from a policy that partially addresses numerous Subcategories.",1,,0,0.14285714285714285,0.8571428571428572,1,,1,0.7661198744996116,0.2338801255003884,0,0.7379425131397732,1,0.8552424366860955,1,67.10519831172786,High Risk
1df386ba-204a-424b-972d-f4903683e197,Where is NIST SP 800-53 REV. 5 available free of charge?,https://doi.org/10.6028/NIST.SP.800-53r5,This publication is available free of charge from: https://doi.org/10.6028/NIST.SP.800-53r5,0,,0,1.0,0.0,0,,1,0.5874463746322756,0.41255362536772444,0,0.3407797662259062,0,0.07142563819134055,0,20.61897574462428,Low Risk
2381289b-5e20-4f09-a176-e1a8d6ee5bf1,What does prohibiting the use of systems account identifiers as public identifiers help prevent?,It makes it more difficult for adversaries to guess user identifiers.,"""Prohibiting the use of systems account identifiers that are the same as some public identifier, such as the individual identifier section of an electronic mail address, makes it more difficult for adversaries to guess user identifiers.""",0,,0,1.0,0.0,0,,1,0.8268222740880847,0.17317772591191527,0,0.3407797662259062,0,0.05854542596681471,0,14.312572952615904,Low Risk
23819283-f7ab-4579-a6f3-2a73af00571f,What is a typical approach for using encryption keys in different AWS Regions?,"A typical approach that balances security and ease of use is to use Region-scoped keys for Region-local data and authentication, and use globally-scoped keys for encryption of data that is replicated among different Regions.","4. Consider whether and to what extent you want to use identical encryption keys across Regions. A typical approach that balances security and ease of use is to use Region-scoped keys for Region-local data and authentication, and use globally-scoped keys for encryption of data that is replicated among diﬀerent Regions.",0,,0,0.6666666666666666,0.33333333333333337,0,,1,0.7636737107331121,0.23632628926688792,0,0.3407797662259062,0,0.19586874794041279,0,27.65770341916351,Low Risk
23c02e3b-7102-4d63-aef9-27383b115285,What are the actions that may be taken in response to unsuccessful system logon attempts?,"Organization-defined actions include prompting the user to answer a secret question, invoking a lockdown mode with limited user capabilities, allowing users to only logon from specified Internet Protocol (IP) addresses, requiring a CAPTCHA to prevent automated attacks, or applying user profiles such as location, time of day, IP address, device, or Media Access Control (MAC) address.","Responses to unsuccessful system logon attempts may be implemented at the system and application levels. Organization-defined actions that may be taken include prompting the user to answer a secret question in addition to the username and password, invoking a lockdown mode with limited user capabilities (instead of a full lockout), allowing users to only logon from specified Internet Protocol (IP) addresses, requiring a CAPTCHA to prevent automated attacks, or applying user profiles, such as location, time of day, IP address, device, or Media Access Control (MAC) address.",1,,1,0.6363636363636364,0.36363636363636365,0,,1,0.8837652058948202,0.11623479410517978,0,0.404238835014366,0,0.6647682084992904,1,38.72195503138,Medium Risk
259ea192-1eab-4ba4-bb76-8c273191236d,What should an OpenID Provider mitigate to prevent denial of service according to section 10.6.2?,denial of service through forced logout,"#10.6.2 Verify that the OpenID Provider mitigates denial of service through forced
logout.",1,,0,0.0,1.0,1,,1,0.7056047760652289,0.29439522393477113,0,0.7379425131397732,1,0.5681994534003864,1,65.01342976187328,High Risk
26678c42-f398-468d-b5d5-575309c81529,What are the titles of the related documents mentioned?,"AWS Solutions Library, AWS Knowledge Center, Architectural Patterns to Build End-to-End Data Driven Applications on AWS.","""Resources
Related documents:
• AWS Solutions Library
• AWS Knowledge Center
• Architectural Patterns to Build End-to-End Data Driven Applications on AWS""",1,,1,0.2,0.8,1,,1,0.13890977593707504,0.861090224062925,1,0.8694774800335516,1,0.9984498925939105,1,88.22543991725968,Critical Risk
2806d5c1-9495-4e0e-aabf-8f59d227469f,Which specific browser security features are mentioned that must be supported by browsers using the application according to V3.1 Web Frontend Security Documentation?,"HTTPS, HTTP Strict Transport Security (HSTS), Content Security Policy (CSP), and other relevant HTTP security mechanisms.","# Description Level 3.1.1 Verify that application documentation states the expected security features that browsers using the application must support (such as HTTPS, HTTP Strict Transport Security (HSTS), Content Security Policy (CSP), and other relevant HTTP security mechanisms).",0,,0,0.5,0.5,0,,1,0.869420456382422,0.13057954361757795,0,0.3407797662259062,0,0.038316500542719525,0,25.241895259655095,Low Risk
2877f7fb-7d11-4db3-9e45-46c7be5fc563,How often should the penetration testing be conducted according to the text?,The frequency of penetration testing is defined by the organization.,(3) PENETRATION TESTING | FACILITY PENETRATION TESTING Employ a penetration testing process that includes [Assignment: organization-defined frequency],1,,0,0.5,0.5,0,,1,0.7207797863770862,0.2792202136229138,0,0.3407797662259062,0,0.4022878646877674,0,38.05719611341469,Medium Risk
2999dc76-df54-40a9-9f0e-a33d89c156db,What aspect of compliance can managed services shift according to the text?,"Compliance requirements can be a factor in selecting services, as some requirements can be shifted to AWS with managed services.",Compliance requirements can also be a factor when selecting services. Managed services can shift the compliance of some requirements to AWS.,1,,1,0.5,0.5,0,,1,0.6202442627205192,0.37975573727948075,0,0.404238835014366,0,0.9348191641622106,1,55.47034341140144,Medium Risk
2aa99359-b446-4541-ae01-49b888a9b451,What does this publication recommend for assessing supply chain risks?,"This publication recommends assessing supply chain risks associated with organization-defined systems, system components, and system services.","NIST SP 800-53, REV. 5 (a) Assess supply chain risks associated with [Assignment: organization-defined systems, system components, and system services];",1,,0,0.4,0.6,1,,1,0.6831736816025384,0.31682631839746156,0,0.7379425131397732,1,0.5573499608306547,1,55.30296980919724,Medium Risk
2abbb927-39d7-448b-9554-b68e7e9962b2,What can you grant access to resources for an account that is a member of AWS Organizations?,"You can grant access to the entire organization, specific organizational units, or individual accounts.","""If your account is in AWS Organizations, you can grant access to resources to the entire organization, speciﬁc organizational units, or individual accounts.""",1,,0,0.6,0.4,0,,1,0.8612308937684156,0.13876910623158445,0,0.3407797662259062,0,0.7317097823875364,1,40.281466371125674,Medium Risk
2bf7f544-2208-435e-8287-4585e903e731,What are the two main components of system and communications protection according to control a? ,"[Selection (one or more): Organization-level; Mission/business process-level; System-level] system and communications protection policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines;","[Selection (one or more): Organization-level; Mission/business process-level; System-level] system and communications protection policy that: 
(a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and
(b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines;",1,,0,0.0,1.0,1,,1,0.49625286873583774,0.5037471312641623,1,0.8353954647119072,1,0.7298370433967001,1,76.72449098431923,High Risk
2c809731-aeab-428f-ac1f-864d5aaa803a,What are the conditions for a representation to be unacceptable according to the text?,A representation's content coding is specifically excluded by the Accept-Encoding header field stating either 'identity;q=0' or '*;q=0' without a more specific entry for 'identity'.,speciﬁcally excluded by the Accept-Encoding header ﬁeld stating either 'identity;q=0' or '*;q=0' without a more speciﬁc entry for 'identity'.,1,,1,0.25,0.75,1,,1,0.6069853881835812,0.39301461181641884,0,0.787059204815319,1,0.8608702342812401,1,69.77360127282445,High Risk
2d13ce02-5ca6-4905-9244-4e829e00a1e0,What are some of the responsibilities of a Data Governance Body?,"Responsibilities can include developing and implementing guidelines that support data modeling, quality, integrity, and the de-identification needs of personally identifiable information across the information life cycle as well as reviewing and approving applications to.","Responsibilities can include developing and implementing guidelines that support data modeling, quality, integrity, and the de-identification needs of personally identifiable information across the information life cycle as well as reviewing and approving applications to",0,,1,0.6,0.4,0,,1,0.752313648260012,0.247686351739988,0,0.404238835014366,0,0.308439980486571,0,34.00912918102313,Medium Risk
2ef27214-490e-422e-9aa8-77aeb819f2a0,What types of controls are related to this access control policy for mobile devices?,"CM-8, IR-4","[...Related Controls: CM-8, IR-4.]",1,,0,0.043478260869565216,0.9565217391304348,1,,1,0.379594391802628,0.620405608197372,1,0.8353954647119072,1,0.9904566325129331,1,85.06948611381618,Critical Risk
2f1092b2-b16f-4015-b32a-e4617f682f29,What does the AWS Well-Architected Framework suggest about manually changing standard security controls?,"Making changes to your standard security controls manually, through a web console or command-line interface.","• Making changes to your standard security controls manually, through a web console or command-line interface.",1,,1,0.2857142857142857,0.7142857142857143,1,,1,0.5036849335831131,0.49631506641688694,0,0.787059204815319,1,0.863568759288916,1,71.5307186201709,High Risk
2f8060fe-7cae-43b2-8ed6-b7d3b950c96f,What is an example discussed for when social security numbers may not need to be archived even though they were initially collected?,"Social security numbers may have been collected for record linkage, but the archived dataset may include the required elements from the linked records. In this case, it is not necessary to archive the social security numbers.","For example, social security numbers may have been collected for record linkage, but the archived dataset may include the required elements from the linked records. In this case, it is not necessary to archive the social security numbers.",0,,0,1.0,0.0,0,,1,0.9058746938156869,0.09412530618431314,0,0.3407797662259062,0,0.008915304016317058,0,11.09550941066341,Low Risk
3616abab-b48e-4499-b919-ceaa65c57975,What is the purpose of maintaining a database in a computerized maintenance management system according to this text?,A computerized maintenance management system maintains a database of [not fully specified in given evidence].,A computerized maintenance management system maintains a database of,1,,0,0.0,1.0,1,,1,0.8612050994118103,0.13879490058818966,0,0.7379425131397732,1,0.7931656783911423,1,66.74757730297762,High Risk
3689dc23-3fbd-43b4-aa0c-1012ef235f16,What are the related controls mentioned in the text?,"CA-2, CP-4, IR-4, MA-2, MA-6, PE-16, PL-2, PM-9, PM-30, RA-3, RA-7, SA-8, SI-4","Related Controls: CA-2, CP-4, IR-4, MA-2, MA-6, PE-16, PL-2, PM-9, PM-30, RA-3, RA-7, SA-8, SI-4.",1,,1,0.25,0.75,1,,1,0.4211524721487808,0.5788475278512192,1,0.8694774800335516,1,0.9893948006213906,1,79.69299521265403,High Risk
3791de9e-e428-4d07-9e01-87681ca54bab,What protocol is mentioned as being used to establish confidential communication through a shared firewall proxy?,Transport Layer Security (TLS).,"""such as when Transport Layer Security (TLS, ) is used to establish conﬁdential communication through a shared ﬁrewall proxy.""",0,,0,1.0,0.0,0,,1,0.8335776871834475,0.1664223128165525,0,0.3407797662259062,0,0.02872819374971111,0,13.398256819804248,Low Risk
37a3f5af-1581-4e5e-86ab-a8742515ae61,What are two common anti-patterns mentioned in the text?,"- You assume that all performance gains should be implemented, even if there are tradeoffs for implementation.
- You only evaluate changes to workloads when a performance issue has reached a critical point.","::: Common anti-patterns:
• You assume that all performance gains should be implemented, even if there are tradeoﬀs for implementation.
• You only evaluate changes to workloads when a performance issue has reached a critical point.",1,,1,0.0,1.0,1,,1,0.5887950129095211,0.4112049870904789,0,0.787059204815319,1,0.7380792456357929,1,73.40858593853977,High Risk
