id,question,answer,evidence,question_type,difficulty,chunk_id,source_doc,rag_answer,baseline_hallucination,ragas_faithfulness,selfcheck_hallucination,similarity_score,human_label,human,baseline,ragas,selfcheck,similarity
09a54073-bdfe-45fb-8c63-735b0de889b7,What is the purpose of regularly reviewing your workload and implementing new services and features according to the text?,"To optimize your workload incrementally while minimizing effort, providing continual improvements in efficiency over time and reducing operating costs.","Implementing new features or resource types can optimize your workload incrementally, while minimizing the eﬀort required to implement the change. This provides continual improvements in efficiency over time and provides you remain on the most updated technology to reduce operating costs.",factual,easy,docs/wellarchitected-framework.pdf_chunk_202,docs/wellarchitected-framework.pdf,"The purpose of regularly reviewing your workload and implementing new services and features, as per the provided context, includes:

1. Identifying opportunities to adopt new services or replace existing ones.
2. Determining if workloads can be re-architected for improved performance and efficiency.
3. Ensuring that the workload remains up-to-date with the latest technologies to avoid long-term maintenance costs and gaps in functionality.
4. Maximizing the benefits of new AWS services and features by analyzing their impact on existing workloads.
5. Enhancing overall system performance, cost-efficiency, and adaptability to changing market conditions or specific geographic requirements.

Regular reviews help balance these objectives with practical considerations such as the effort required for testing and validation, the complexity of changes, and potential licensing costs.",0,0.125,1,0.5118520152771202,0,0,0,1,1,0
0aff0e08-ad65-40f7-af38-81b58724f57f,What version number is mentioned in the text?,V15.2,3 V15.2 Security Architecture and Dependencies,identifier,easy,docs/OWASP_Application_Security_Verification_Standard_5.0.0_en (1).pdf_chunk_315,docs/OWASP_Application_Security_Verification_Standard_5.0.0_en (1).pdf,"The version numbers mentioned in the text include:

- v5.0.0-1.2.5 (as an example format)
- 4.0.3 -> 5.0.0 (example of a major release change)
- 5.0.0 -> 5.1.0 (example of a minor release change)
- HTTP's version number, which consists of two decimal digits separated by a ""."" (e.g., HTTP/1.1)",0,0.0,1,0.19415545125806308,1,1,0,1,1,1
0c3a4a2c-3af9-4b3f-b648-2a5f7cebc7b9,What does 'production workloads' refer to in this context?,production workloads,'production workloads.',identifier,easy,docs/wellarchitected-framework.pdf_chunk_127,docs/wellarchitected-framework.pdf,"In the provided context, ""production workloads"" refers to a set of components that together deliver business value and operate in an environment where risks are understood and managed. The context suggests that teams must be prepared to support these workloads, and metrics derived from desired business outcomes will help understand the health of the workload, operations activities, and responses to incidents. Production workloads are subject to changes based on evolving business needs and operational feedback loops for continuous improvement.",0,1.0,1,0.7360754746214253,1,1,0,0,1,0
0c7d2191-28c0-4fbd-bc32-91575d5ede70,What does the term 'SHOULD' indicate in the context of this text?,It is a requirement that may be omitted at the implementer's discretion.,"""SHOULD"" (but need not) implies that there may exist valid reasons in particular circumstances to ignore a particular item, but the full implications must be understood and carefully weighed before choosing a different course.",definition,hard,docs/rfc9110.pdf_chunk_395,docs/rfc9110.pdf,"The term 'SHOULD' indicates a recommendation for how participants in HTTP communication should behave, as explained in RFC 9110 HTTP Semantics. It is used to convey that certain actions are preferred but not strictly required. Specifically, it suggests that implementations or entities should generally follow the guidance provided when they appear in all capitals, as shown in the context. This term helps in specifying how senders and recipients should handle field values and other aspects of HTTP communication in a way that promotes interoperability while allowing for flexibility where necessary.",0,0.2,1,0.5204098376121836,1,1,0,1,1,0
0cf4d8fc-ce1e-4fd1-8d6d-6d5c7814f9a6,What should be confirmed about new organization members' resource creations?,Their resource creations align with the agreed policies and procedures.,"""Make sure they follow your organization’s policies and conﬁrm that their resource creation aligns with the agreed policies and procedures.""",requirement,easy,docs/wellarchitected-framework.pdf_chunk_2653,docs/wellarchitected-framework.pdf,I could not find the answer in the provided documents.,0,0.0,1,0.22873615305321884,1,1,0,1,1,1
0e968613-9dd1-412a-8b5d-2deb91a393a2,What must business unit owners understand to provide direction effectively?,Business unit owners must understand the cloud business model.,• Business unit owners: Business unit owners must understand the cloud business model so that they can provide direction to both the business units and the entire company.,requirement,easy,docs/wellarchitected-framework.pdf_chunk_2578,docs/wellarchitected-framework.pdf,Business unit owners must understand the cloud business model so that they can provide direction to both the business units and the entire company. This cloud knowledge is critical when there is a need to forecast growth and workload usage.,0,0.6666666666666666,1,0.9126842995249242,0,0,0,0,1,0
0fa856df-a616-433f-a2a6-30836acfff98,What types of information are considered when performing browser fingerprinting?,"These characteristics might include information related to how it uses the underlying transport protocol, feature capabilities, and scripting environment, though of particular interest here is the set of unique characteristics that might be communicated via HTTP.","These characteristics might include information related to how it uses the underlying transport protocol, feature capabilities, and scripting environment, though of particular interest here is the set of unique characteristics that might be communicated via HTTP .",definition,medium,docs/rfc9110.pdf_chunk_632,docs/rfc9110.pdf,"When performing browser fingerprinting, the following types of information are considered:

- Information related to how the user agent uses the underlying transport protocol
- Feature capabilities of the user agent
- Scripting environment details
- Unique characteristics communicated via HTTP request header fields such as:
  - User-Agent header field (Section 10.1.5)
  - Via header field (Section 7.6.3)
  - Server header field (Section 10.2.4)

These unique characteristics can be used to identify a specific user agent over time, enabling tracking without the corresponding controls that users might have over other forms of data collection.",0,1.0,1,0.5967474044642118,1,1,0,0,1,0
0fb472f9-1f8b-46d9-94b5-cb9aa24cb4ed,What administrative procedures are required according to SP 800-171r3 for managing authenticators?,"Establish and implement administrative procedures for initial authenticator distribution; for lost, compromised, or damaged authenticators; and for revoking authenticators.","c. Establish and implement administrative procedures for initial authenticator distribution; for lost, compromised, or damaged authenticators; and for revoking authenticators.",procedure,easy,docs/NIST.SP.800-171r3.pdf_chunk_169,docs/NIST.SP.800-171r3.pdf,"According to NIST SP 800-171r3, the following administrative procedures are required for managing authenticators:

c. Establish and implement administrative procedures for initial authenticator distribution; for lost, compromised, or damaged authenticators; and for revoking authenticators.
d. Change default authenticators at first use.
e. Change or refresh authenticators [Assignment: organization-defined frequency] or when the following events occur: [Assignment: organization-defined events].
f. Protect authenticator content from unauthorized disclosure and modification.

These procedures cover the initial distribution, handling of lost or compromised authenticators, revocation processes, default authenticator changes at first use, periodic refreshing or changing of authenticators based on defined schedules or events, and protecting the content of authenticators from unauthorized access or alteration.",1,0.5,1,0.7497279327396096,1,1,1,0,1,0
0fe7cfe6-cea7-42be-8296-a31bddf40e86,Which HTTP headers are included in the provided text?,"= Content-Encoding, Content-Language, Content-Length, Content-Location, Content-Range, Content-Type, Date, ETag, Expect, From, GMT, HTTP-date, Host, If-Match, If-Modified-Since, If-None-Match, If-Range, If-Unmodified-Since, Last-Modified","[ Content-Encoding = [ content-coding *( OWS "","" OWS content-coding ) ]
Content-Language = [ language-tag *( OWS "","" OWS language-tag ) ]
Content-Length = 1*DIGIT
Content-Location = absolute-URI / partial-URI
Content-Range = range-unit SP ( range-resp / unsatisfied-range )
Content-Type = media-type
Date = HTTP-date
ETag = entity-tag
Expect = [ expectation *( OWS "","" OWS expectation ) ]
From = mailbox
GMT = %x47.4D.54 ; GMT
HTTP-date = IMF-fixdate / obs-date
Host = uri-host [ : port ]
If-Match = * / [ entity-tag *( OWS "","" OWS entity-tag ) ]
If-Modified-Since = HTTP-date
If-None-Match = * / [ entity-tag *( OWS "","" OWS entity-tag ) ]
If-Range = entity-tag / HTTP-date
If-Unmodified-Since = HTTP-date
Last-Modified = HTTP-date
]",procedure,hard,docs/rfc9110.pdf_chunk_689,docs/rfc9110.pdf,"Based on the context provided, the following HTTP header fields are mentioned:

- Authentication (Section B.6)
- Authentication-Info and Proxy-Authentication-Info Response Header Fields (Section B.8)
- Client-Initiated Content-Encoding (Section B.9)

These headers are referenced in the given text but not fully described beyond their inclusion in specific sections of the document.",0,0.0,1,0.18477662123923,1,1,0,1,1,1
11c427e7-f0d5-4135-a30b-8c2b1f0949b7,What is the desired outcome of the static stability design verification?,Workloads do not exhibit bimodal behavior during normal and failure modes.,Desired outcome: Workloads do not exhibit bimodal behavior during normal and failure modes.,definition,easy,docs/wellarchitected-framework.pdf_chunk_2107,docs/wellarchitected-framework.pdf,"The desired outcome of the static stability design verification is to ensure that each application component can operate in only one mode, provisioned with enough instances in each Availability Zone or Region to handle the workload capacity if one Availability Zone or Region were removed. This ensures that the system remains stable and reliable under fault conditions, maintaining its operational capability even when parts of the infrastructure fail.",0,0.5,1,0.28941109596840536,1,1,0,0,1,1
126d2848-7643-4f5f-83fb-41ec67fe3b9a,What is the exact change made in Control IA-1a.1.? ,Change ‘organization-level; mission/business process-level; system-level’ to ‘Organization-level; Mission/business process-level; System-level’,Control IA-1a.1.: Change “organization-level; mission/business process-level; system-level” to “Organization-level; Mission/business process-level; System-level” 128,factual,easy,docs/NIST.SP.800-53r5.pdf_chunk_78,docs/NIST.SP.800-53r5.pdf,I could not find the answer in the provided documents.,0,0.0,1,0.16230084765987007,1,1,0,1,1,1
12d7973e-04dc-4d9c-8f47-04ba80289fc5,What benefit does using version control capabilities provide in the context of managing report files?,"By using version control capabilities you can easily revert to known good states and previous versions, and limit the risk of assets being lost.","""Beneﬁts of establishing this best practice: By using version control capabilities you can easily revert to known good states and previous versions, and limit the risk of assets being lost.""",definition,medium,docs/wellarchitected-framework.pdf_chunk_486,docs/wellarchitected-framework.pdf,"Using version control capabilities provides the benefit of easily reverting to known good states and previous versions, thereby limiting the risk of assets being lost.",0,1.0,1,0.9240950757947899,0,0,0,0,1,0
1327eadd-2c03-4cd4-a966-df3d47be5d22,What are common policies in workloads management?,"Common policies include which services and features can be used (for example, lower performance storage in test and development environments), which types of resources can be used by different groups (for example, the largest size of resource in a development account is medium) and how long these resources will be in use (whether temporary, short term, or for a specific period of time).","and workloads. Common policies include which services and features can be used (for example, lower performance storage in test and development environments), which types of resources can be used by diﬀerent groups (for example, the largest size of resource in a development account is medium) and how long these resources will be in use (whether temporary, short term, or for a speciﬁc period of time).",definition,medium,docs/wellarchitected-framework.pdf_chunk_2646,docs/wellarchitected-framework.pdf,"Common policies in workloads management include:

1. **Geographic Region Selection**: Deciding which geographic region to use for deploying resources.
2. **Resource Scheduling**: Determining the times of day when resources should be running.
3. **Service and Feature Usage**: Specifying which services and features can be used, such as using lower performance storage in test and development environments.
4. **Resource Types by Group**: Defining which types of resources different groups can use, for example, setting a maximum resource size to medium in a development account.
5. **Resource Lifespan**: Determining the duration these resources will be in use—whether they are temporary, short-term, or for a specific period.

These policies help ensure consistency and alignment with business conditions or priorities, and they need periodic inspection and updates as circumstances change.",1,0.5714285714285714,1,0.8225351975804425,1,1,1,0,1,0
1554e6f5-8a92-4d2f-b575-0ac3c3240bb7,What informs risk monitoring according to the text?,The established organizational risk tolerance.,Risk monitoring is informed by the established organizational risk tolerance.,definition,medium,docs/NIST.SP.800-53r5.pdf_chunk_641,docs/NIST.SP.800-53r5.pdf,"The context does not provide specific information on what directly informs risk monitoring. However, it discusses aspects of risk assessment which is a foundational process for understanding risks but does not explicitly detail the mechanisms or inputs for continuous risk monitoring. Therefore:

""I could not find the answer in the provided documents.""",0,0.3333333333333333,0,0.6690170158060423,0,0,0,1,0,0
158c06ba-431e-44d5-bb7a-095b24a4dcd0,What does the control require organizations to do regarding mobile code?,"Authorize, monitor, and control the use of mobile code within the system.","b. Authorize, monitor, and control the use of mobile code within the system.",requirement,easy,docs/NIST.SP.800-53r5.pdf_chunk_1889,docs/NIST.SP.800-53r5.pdf,"The control requires organizations to take several actions regarding mobile code:

1. Identify unacceptable mobile code and define corrective actions for when such code is detected.
2. Ensure that the acquisition, development, and use of mobile code meet organization-defined requirements.
3. Prevent the download and execution of unacceptable mobile code.
4. Prevent the automatic execution of mobile code in specified software applications and enforce specific actions before executing the code.
5. Allow the execution of permitted mobile code only within confined virtual machine environments.

These measures are aimed at mitigating risks associated with potentially malicious or untrusted mobile code, such as Java applets, JavaScript, HTML5, VBScript, and WebGL, by controlling their use and ensuring they are from trusted sources.",0,0.0,1,0.6931286969291386,1,1,0,1,1,0
15d5b326-2f1b-4987-9c57-f186709a5552,Where can one find NIST SP 800-53 REV. 5?,From the provided DOI link.,This publication is available free of charge from: https://doi.org/10.6028/NIST.SP.800-53r5,requirement,easy,docs/NIST.SP.800-53r5.pdf_chunk_707,docs/NIST.SP.800-53r5.pdf,One can find NIST SP 800-53 REV. 5 free of charge from the following URL: https://doi.org/10.6028/NIST.SP.800-53r5,0,1.0,1,0.5932671540333835,0,0,0,0,1,0
17a0bd6c-5999-4b32-a67d-197ef0b78739,How often should the prioritization process be reviewed?,Regularly review the effectiveness of the prioritization process.,6. Review and adapt: Regularly review the eﬀectiveness of the prioritization process and make adjustments based on feedback and changes in the business environment.,procedure,easy,docs/wellarchitected-framework.pdf_chunk_741,docs/wellarchitected-framework.pdf,I could not find the answer in the provided documents.,0,0.0,0,0.08286073375884782,0,0,0,1,0,1
17f5e9c4-4c39-4ad4-ac2d-08684e22d52c,What must an HTTP-to-HTTP gateway conform to for interoperability with third-party servers?,User agent requirements on the gateway's inbound connection.,"""However, an HTTP-to-HTTP gateway that wishes to interoperate with third-party HTTP servers needs to conform to user agent requirements on the gateway's inbound connection.""",requirement,easy,docs/rfc9110.pdf_chunk_63,docs/rfc9110.pdf,An HTTP-to-HTTP gateway must conform to user agent requirements on the gateway's inbound connection for interoperability with third-party HTTP servers.,0,1.0,1,0.9370042939805281,0,0,0,0,1,0
18960d0c-a72d-45ad-93ae-ebabbfbb0d31,How can organizations address the concern of adversaries breaching or compromising their systems according to the discussion?,"Organizations should share threat information, including tactics, techniques, and procedures; effective mitigations against certain types of threats; and indications and warnings about threats.","One of the best techniques to address this concern is for organizations to share threat information, including threat events (i.e., tactics, techniques, and procedures) that organizations have experienced, mitigations that organizations have found are effective against certain types of threats, and threat intelligence (i.e., indications and warnings about threats).",procedure,medium,docs/NIST.SP.800-53r5.pdf_chunk_1302,docs/NIST.SP.800-53r5.pdf,"According to the provided context, organizations can address the concern of adversaries breaching or compromising their systems through several strategies:

1. **Implement a Threat Awareness Program**: This includes a cross-organization information-sharing capability for threat intelligence. By sharing threat events (tactics, techniques, and procedures), mitigations that have proven effective, and other relevant threat intelligence, organizations can better prepare and defend against potential threats.

2. **Relocating System Components**: Changing the locations of processing activities and storage sites introduces uncertainty into adversaries' targeting activities. This relocation makes it more difficult for adversaries to compromise or breach systems, as they may inadvertently disclose their methods while attempting to locate critical resources.

3. **Employing Misleading Information**: Using realistic but misleading information in system components about its security state or posture can confuse potential adversaries and make their efforts less effective.

4. **Establishing a Security Operations Center (SOC)**: A SOC serves as the focal point for security operations and computer network defense, enabling continuous monitoring of systems and networks to defend against threats and maintain overall security.

These strategies collectively enhance an organization's resilience against sophisticated and persistent threats by improving threat awareness, complicating adversary efforts, and maintaining robust security operations.",1,0.14285714285714285,1,0.6669293787588049,1,1,1,1,1,0
18b733c5-2272-4aba-96e6-c6880c10bea2,How does Application Load Balancer improve response time for applications?,"Application Load Balancer can serve HTTP/2 traffic without needing to support it on your targets. This simple decision can improve your application response time, as HTTP/2 uses TCP connections more efficiently.","Application Load Balancer can also serve HTTP/2 traffic without needing to support it on your targets. This simple decision can improve your application response time, as HTTP/2 uses TCP connections more efficiently.",procedure,medium,docs/wellarchitected-framework.pdf_chunk_2466,docs/wellarchitected-framework.pdf,"Application Load Balancer can improve the application response time by serving HTTP/2 traffic without requiring your backend targets to support it. Since HTTP/2 uses TCP connections more efficiently, this simple configuration decision can lead to improved performance and faster response times for clients.",0,1.0,1,0.9403850019044642,0,0,0,0,1,0
18cc4a93-45f2-4f08-8b22-90322ed9e47f,What should be done after defining performance metrics according to the text?,Experiment and use defined metrics to validate the performance of the selected architecture.,• Experiment and use deﬁned metrics to validate the performance of the selected architecture.,procedure,easy,docs/wellarchitected-framework.pdf_chunk_2323,docs/wellarchitected-framework.pdf,"According to the context provided, after defining performance metrics at the beginning of the development process, organizations should:

(a) Define quality metrics at the beginning of the development process; and 
(b) Provide evidence of meeting the quality metrics [Selection (one or more): [Assignment: organization-defined frequency]; [Assignment: organization-defined program review milestones]; upon delivery]. 

This ensures that acceptable levels of system quality are established and maintained throughout the project.",1,0.0,1,0.4895705582493487,0,0,1,1,1,1
19457824-409c-4f44-88c1-c42e53aadae5,What is the CUI for CM-12?,CUI 03.04.11,CM-12 Information Location CUI 03.04.11,identifier,easy,docs/NIST.SP.800-171r3.pdf_chunk_384,docs/NIST.SP.800-171r3.pdf,I could not find the answer in the provided documents.,0,0.0,1,0.16189609907670396,0,0,0,1,1,1
19d37df0-1132-4f48-a913-a877fc55d46b,Which references are mentioned for EMSEC policies?,[FIPS 199].,References: [FIPS 199].,identifier,easy,docs/NIST.SP.800-53r5.pdf_chunk_1194,docs/NIST.SP.800-53r5.pdf,The reference mentioned for EMSEC policies is [FIPS 199].,0,0.0,1,0.595684221091748,0,0,0,1,1,0
1a6890a9-ea27-4fa8-9069-74f56d5a1729,What are the steps included in the information life cycle mentioned in the text?,"The information life cycle includes information creation, collection, use, processing, storage, maintenance, dissemination, disclosure, and disposition.","The information life cycle includes information creation, collection, use, processing, storage, maintenance, dissemination, disclosure, and disposition.",factual,easy,docs/NIST.SP.800-53r5.pdf_chunk_2115,docs/NIST.SP.800-53r5.pdf,"The information life cycle mentioned in the text includes the following steps:

- Creation
- Collection
- Use
- Processing
- Storage
- Maintenance
- Dissemination
- Disclosure
- Disposal

These steps cover every phase of how information is managed from its creation to its disposal.",0,1.0,1,0.884097619946349,0,0,0,0,1,0
1ac915e3-3c15-4955-906a-9478e28c42ce,What does evidence #6.8.2 suggest about the presence and integrity of digital signatures on authentication?,The evidence does not provide specific details about the presence and integrity of digital signatures on authentication.,#6.8.2 Verify that the presence and integrity of digital signatures on authentication,factual,easy,docs/OWASP_Application_Security_Verification_Standard_5.0.0_en (1).pdf_chunk_195,docs/OWASP_Application_Security_Verification_Standard_5.0.0_en (1).pdf,"According to evidence #6.8.2, the presence and integrity of digital signatures on authentication assertions (for example, on JWTs or SAML assertions) are always validated, and any assertions that are unsigned or have invalid signatures are rejected.",0,0.0,1,0.7241796330164746,1,1,0,1,1,0
1b3a0e8e-2670-4d6b-8cb1-c3b8a02fc86a,What additional step must an origin server take if resources have distinct representations that differ only in their metadata?,"The origin server needs to incorporate additional steps to handle such cases, as mentioned but not fully detailed in the text.","However, if a resource has distinct representations that diﬀer only in their metadata, such as might occur with content negotiation over media types that happen to share the same data format, then the origin server needs to incorporate additional",requirement,hard,docs/rfc9110.pdf_chunk_246,docs/rfc9110.pdf,"If resources have distinct representations that differ only in their metadata, the origin server needs to incorporate additional information in the validator to distinguish those representations.",1,1.0,1,0.7562689400794568,1,1,1,0,1,0
1bf1b5ee-cb2a-4ccf-927e-1c5203b64c0a,What events are mentioned in the text related to Amazon EC2?,"AWS re:Invent 2019 - Optimize performance and cost for your AWS compute, Amazon EC2 foundations, Deploy ML models for inference at high performance and low cost","• AWS re:Invent 2019 - Optimize performance and cost for your AWS compute
• Amazon EC2 foundations
• Deploy ML models for inference at high performance and low cost",factual,easy,docs/wellarchitected-framework.pdf_chunk_2335,docs/wellarchitected-framework.pdf,"The context provided does not mention any specific events related to Amazon EC2. The closest relevant information is under ""Compute and hardware,"" which lists some AWS re:Invent sessions from various years that discuss Amazon EC2, but it does not specify particular events or use cases related to Amazon EC2.

Therefore, based on the given context:
I could not find the answer in the provided documents.",0,0.6666666666666666,1,0.4741383850588875,1,1,0,0,1,1
1cff8995-07de-4ed2-b2c7-cd920788fd81,What happens if you don't have a support transition plan after the migration project?,Your teams struggle to efficiently and effectively support the workloads.,"""You don't have a support transition plan for your teams once the partner completes the migration project. Your teams struggle to eﬃciently and eﬀectively support the workloads.""",factual,easy,docs/wellarchitected-framework.pdf_chunk_437,docs/wellarchitected-framework.pdf,"If you don't have a support transition plan after the migration project, your teams may struggle to efficiently and effectively support the workloads. This can lead to operational challenges and potentially impact employee satisfaction.",0,0.6666666666666666,1,0.7666395412326656,0,0,0,0,1,0
1d3310d9-bb62-4058-bb58-4bd2dca41c7f,What process is used to prevent server impersonation by on-path attackers or name resolution attackers?,Certificate verification is used to prevent server impersonation.,Certiﬁcate veriﬁcation is used to prevent server impersonation by an on-path attacker or by an attacker that controls name resolution.,procedure,easy,docs/rfc9110.pdf_chunk_99,docs/rfc9110.pdf,"To prevent server impersonation by on-path attackers or name resolution attackers, a client needs to be configured with a set of trust anchors. The client then verifies the service identity using a verification process (though the specific details of this process are not provided in the context). If the host is an IP address, the reference identity is an IP-ID; if it's a name, the reference identity is a DNS-ID.",0,0.0,1,0.6315273711597101,1,1,0,1,1,0
1d9013b8-a6e7-4862-b59e-1871c879727a,What types of references can be considered as Informative References in the context provided?,"Informative References may be higher-level, such as a requirement from a policy that partially addresses numerous Subcategories.","Informative References may be higher-level, such as a requirement from a policy that partially addresses numerous Subcategories.",definition,easy,docs/NIST.CSWP.29.pdf_chunk_44,docs/NIST.CSWP.29.pdf,"In the context provided, Informative References can include standards, guidelines, regulations, and other documents. Specifically, they may be produced by NIST or another organization and can range from narrower scopes like a particular control from SP 800-53 to higher-level requirements from policies that address multiple Subcategories.",0,0.14285714285714285,1,0.7661198744996116,1,1,0,1,1,0
